ID,k,Features,m,#Matches,Indices,max(dists),min(dists),med(dists),P,p-value,Sig_Hochber
85,1,0,21,9,"[3493, 3534, 7326, 3432, 1781, 5817, 7683, 7846, 8427, 3605]",1.973,0.735,1.889,6.85315614548974e-08,3.858294301069692e-39,True
86,1,0,21,9,"[2965, 3332, 6635, 6472, 3128, 3006, 6594, 6553, 6574, 6411]",1.539,0.735,1.282,0.00029035308515078836,0.0006008729738570684,True
87,1,0,21,9,"[3710, 5178, 5912, 5749, 9011, 5015, 2161, 9174, 8318, 5056]",0.975,0.737,0.925,0.0008540743124716156,0.3004371516782916,False
88,1,0,21,9,"[8714, 5452, 2679, 2353, 8551, 5289, 8388, 3780, 5615, 8673]",1.237,0.747,1.072,0.0001272497910043517,6.287340713245331e-07,True
89,1,0,21,9,"[9297, 6035, 8685, 2406, 7992, 7584, 5423, 6157, 7829, 2936]",1.396,0.754,1.28,0.00048628804083783765,0.020351992760892303,True
90,1,0,21,9,"[8696, 5434, 4945, 2172, 8207, 9104, 2661, 8533, 5271, 5108]",1.232,0.762,1.031,0.0005373197046094069,0.03631216492411234,False
91,1,0,21,9,"[2560, 5985, 8595, 4721, 1683, 5822, 7983, 9247, 7616, 4354]",1.553,0.764,1.47,0.0004081104576256017,0.006739826107991346,True
92,1,0,21,9,"[2457, 8451, 5189, 2253, 9185, 2294, 5923, 8492, 9348, 2416]",1.286,0.774,1.184,0.0013914184236375898,0.8506231049449858,False
93,1,0,21,9,"[3293, 2355, 6596, 2926, 8390, 6392, 8553, 5087, 6555, 5128]",1.238,0.781,1.133,0.0007538966198312743,0.188395513185402,False
94,1,0,21,9,"[3303, 6728, 6565, 6606, 3140, 2936, 6157, 2977, 3099, 7584]",1.423,0.781,1.248,0.0006934333701758361,0.13185236765452366,False
95,1,0,21,9,"[3863, 5494, 4964, 8226, 8756, 2191, 6799, 3211, 2721, 9205]",1.562,0.79,1.313,5.6508111726937064e-05,3.4432289364635003e-10,True
96,1,0,21,9,"[6098, 9360, 5323, 4426, 6669, 3896, 9034, 4956, 2591, 6791]",1.435,0.794,1.345,0.00039981511029434097,0.005881210301666653,True
97,1,1,21,9,"[6132, 8742, 5480, 2707, 2544, 2381, 5643, 3359, 5806, 8905]",1.617,0.796,1.485,3.091773984288049e-05,1.032243053130183e-12,True
98,1,0,21,9,"[5843, 8942, 4946, 5109, 5680, 2418, 9105, 5272, 5884, 2581]",1.19,0.8,0.991,0.0010744580170043293,0.571351711285381,False
99,1,0,21,9,"[3501, 3542, 7334, 586, 3389, 3521, 7171, 5581, 8843, 1992]",2.261,0.807,1.918,1.665527169548687e-07,2.771009355633409e-35,True
100,1,0,21,9,"[8413, 8250, 5314, 4213, 8576, 4988, 5151, 7638, 6782, 5640]",1.402,0.808,1.065,0.0036266553224158114,0.9999997536471757,False
101,1,0,21,9,"[6081, 8487, 9343, 2656, 8324, 5225, 2289, 9017, 5021, 5755]",1.534,0.822,1.242,0.0009122736847649002,0.371964236598915,False
102,1,0,21,9,"[6433, 5006, 9002, 5903, 4231, 9165, 2233, 8635, 3008, 3171]",1.233,0.828,1.082,0.000945003284223332,0.4129933012983015,False
103,1,0,21,9,"[7352, 58, 84, 3529, 1776, 3489, 930, 594, 767, 3448]",2.099,0.83,1.846,6.26609189356613e-07,1.5680495676379505e-29,True
104,1,0,21,9,"[9264, 6002, 2169, 4942, 5839, 8204, 5594, 8856, 9101, 2597]",1.639,0.833,1.557,0.000809600267123309,0.2484101901738406,False
105,1,0,21,9,"[8286, 8490, 5187, 9183, 8653, 8449, 2251, 2292, 2659, 9020]",1.147,0.839,1.082,0.0006359129299776051,0.08793251316283726,False
106,1,0,21,9,"[3466, 7177, 3507, 6973, 7014, 55, 7349, 1193, 1610, 3547]",1.863,0.844,1.67,5.8819533533186575e-06,7.959135756388276e-20,True
107,1,0,21,9,"[9065, 5966, 2541, 9228, 5803, 8902, 8576, 2378, 2215, 5640]",1.702,0.85,1.477,0.0039169711644457435,0.999999969958746,False
108,1,0,21,9,"[5340, 8602, 3709, 2567, 7297, 4361, 1935, 1609, 5666, 8439]",1.783,0.852,1.595,0.0001790477741759976,1.228274104360375e-05,True
109,1,0,21,9,"[731, 9411, 1375, 9431, 7633, 446, 9452, 3719, 6777, 2863]",1.767,0.862,1.559,0.0013051526910144563,0.7936617038037778,False
110,1,0,21,9,"[8458, 2464, 2260, 5196, 2301, 8295, 8621, 5726, 8336, 2586]",1.287,0.87,0.978,0.00129650565985921,0.7871673474117814,False
111,1,0,21,9,"[2399, 5661, 2236, 5172, 8434, 9290, 6028, 9127, 8271, 3989]",1.416,0.877,1.297,0.00021242320391652407,5.10736452346583e-05,True
112,1,0,21,9,"[5364, 8626, 5731, 5201, 8463, 5038, 2469, 2591, 8993, 5894]",1.272,0.879,1.216,0.0005033287200146244,0.02496229919744226,True
113,1,0,21,9,"[5399, 8661, 8916, 2626, 9079, 5654, 2229, 5195, 3289, 2392]",1.642,0.884,1.432,0.001889980746273779,0.9847380910846807,False
114,1,0,21,9,"[5331, 8593, 2762, 4719, 3700, 1518, 2558, 4352, 1763, 5627]",1.749,0.885,1.552,0.00036696224194590155,0.003282533424882112,True
115,1,2,21,9,"[8183, 2148, 4921, 1496, 254, 8836, 5574, 3983, 6044, 8428]",1.758,0.885,1.37,6.150256958659918e-05,7.693180752674316e-10,True
116,1,0,21,9,"[421, 95, 6874, 8169, 4907, 361, 148, 258, 2134, 7027]",1.54,0.888,1.402,0.0002816820067864315,0.0004774125176478972,True
117,1,0,21,9,"[3117, 6542, 2954, 3168, 6746, 6379, 4717, 8703, 9121, 3280]",1.839,0.897,1.729,0.002528644806103033,0.9996036929831782,False
118,1,2,21,9,"[7754, 4492, 4349, 4186, 4736, 4594, 769, 7998, 8019, 4757]",1.981,0.898,1.798,6.97036111526266e-07,4.5465331451516145e-29,True
119,1,5,21,9,"[1884, 8571, 1721, 9223, 5961, 2536, 5146, 7264, 5798, 5308]",2.042,0.899,1.922,3.4873340414322893e-09,4.494371532196518e-52,True
120,1,0,21,9,"[6718, 6555, 8675, 5780, 2885, 2681, 5413, 2355, 6106, 9042]",1.335,0.904,1.184,0.0003394602547045323,0.0018965168009869994,True
121,1,0,21,7,"[7308, 9452, 41, 9471, 9431, 3190, 24, 9499]",1.589,0.904,1.486,0.00012367841721965222,3.2496896678400166e-05,True
122,1,0,21,9,"[6516, 6679, 3254, 3050, 2642, 3091, 6475, 2887, 3009, 2989]",1.244,0.91,1.102,8.918339650190378e-05,2.492235826283987e-08,True
123,1,0,21,9,"[4475, 7737, 3792, 4801, 8063, 2416, 490, 7553, 7941, 6901]",1.953,0.916,1.739,1.1541529805081526e-06,7.015261728451756e-27,True
124,1,0,21,9,"[4995, 8257, 8420, 6789, 5158, 5647, 4220, 6667, 8940, 2385]",1.441,0.917,1.283,0.0005534874409881087,0.042799680504896916,False
125,1,0,21,9,"[6440, 2974, 3341, 6603, 3015, 2607, 2811, 6644, 8642, 6277]",1.523,0.938,1.353,0.0012106131868655106,0.7146340703493592,False
126,1,0,21,9,"[5714, 8976, 2289, 8487, 2248, 8446, 5184, 9180, 8283, 2452]",1.464,0.938,1.376,0.0027050771423233733,0.9998692855282116,False
127,1,0,21,9,"[1027, 4360, 4727, 7663, 8601, 7989, 4564, 8499, 3708, 3881]",1.681,0.939,1.6,9.015744088731981e-05,2.7550506943403857e-08,True
128,1,0,21,8,"[3160, 6259, 2997, 6422, 6738, 6585, 3313, 2834, 2946]",1.845,0.94,1.525,0.0014651450144982368,0.9368037252799325,False
129,1,0,21,9,"[5388, 8650, 2911, 4603, 3013, 4236, 6581, 5225, 7865, 3176]",1.568,0.944,1.509,0.0008135553279106623,0.2529091122995517,False
130,1,3,21,9,"[1529, 1855, 1692, 2018, 3405, 5606, 8379, 4954, 4836, 7150]",2.101,0.944,2.05,9.148765803201547e-09,6.939645894013664e-48,True
131,1,2,21,9,"[4829, 4177, 8091, 7745, 4483, 1377, 656, 4320, 7298, 7929]",1.975,0.96,1.767,4.069541818443564e-08,2.104014986882854e-41,True
132,1,6,21,9,"[7249, 3987, 4760, 7340, 8022, 8144, 7533, 4271, 8676, 3945]",1.932,0.97,1.732,1.7175002073173777e-08,3.7726805275795433e-45,True
133,1,0,21,9,"[3976, 4180, 8217, 8584, 8951, 2753, 8421, 2549, 4996, 5852]",1.383,0.97,1.27,6.086934520469374e-06,1.1190940241925147e-19,True
134,1,0,21,5,"[9486, 9441, 7341, 9466, 53, 29]",1.517,0.978,1.403,0.0021239793659660017,0.9999406809612466,False
135,1,0,21,9,"[1728, 1891, 1565, 7151, 1107, 628, 3461, 1993, 1586, 1819]",2.366,0.984,2.132,0.00111329048846477,0.6153903968181099,False
136,1,0,21,9,"[678, 2136, 8171, 4909, 5561, 8823, 1483, 6122, 1463, 4980]",1.585,0.984,1.382,0.0023671313087116606,0.9989422614123357,False
137,1,0,21,9,"[3245, 5773, 9035, 6670, 2674, 3734, 4427, 8872, 3082, 6507]",1.475,0.993,1.307,0.0005707718193167557,0.05056153743190405,False
138,1,0,21,9,"[4887, 8149, 2114, 1207, 1955, 18, 7031, 518, 221, 100]",3.285,0.995,2.998,3.058502566890573e-05,9.290528952324527e-13,True
139,1,0,21,9,"[4152, 5294, 2195, 8230, 7414, 8556, 8719, 2521, 5620, 4896]",1.661,0.997,1.315,0.00040088913675124436,0.005987302677341963,True
140,1,1,21,9,"[3853, 2732, 2222, 2426, 6157, 9113, 8624, 4220, 8909, 5647]",1.59,0.998,1.457,1.514364545380592e-05,9.401139166678043e-16,True
141,1,3,21,9,"[406, 61, 8106, 82, 447, 505, 6979, 1209, 4238, 3716]",1.938,1.007,1.866,1.4593849673402267e-05,6.525870472408768e-16,True
142,1,0,21,9,"[461, 604, 1623, 1786, 7250, 960, 6944, 1909, 6924, 7067]",2.301,1.01,1.771,9.867594127704653e-05,6.316070515502543e-08,True
143,1,0,21,9,"[7606, 2550, 9074, 5975, 3977, 8911, 7239, 5812, 2346, 8585]",1.51,1.013,1.293,0.0005290814225763693,0.0332836880862084,True
144,1,0,21,9,"[6753, 2961, 3328, 3287, 3124, 6549, 6590, 3226, 5448, 8292]",1.637,1.021,1.352,0.0009730106782189581,0.4481190484221473,False
145,1,0,21,9,"[3967, 8718, 2683, 5456, 6822, 7882, 1144, 4416, 9136, 5670]",1.547,1.025,1.393,0.00016035527792321116,4.783333019782209e-06,True
146,1,2,21,9,"[1319, 736, 7304, 1337, 156, 686, 855, 4794, 4165, 8056]",2.144,1.028,1.827,5.240401897612283e-07,2.6267789296855773e-30,True
147,1,5,21,9,"[7125, 3863, 6594, 8494, 8921, 4362, 1620, 7261, 6167, 3557]",2.829,1.03,2.649,5.174954565501595e-12,2.3270835447268837e-80,True
148,1,0,21,9,"[6962, 7563, 5984, 1519, 1906, 1682, 2559, 5464, 1458, 4975]",1.884,1.035,1.783,1.2530475639837865e-05,1.4466410400992587e-16,True
149,1,0,21,9,"[3690, 4465, 2426, 2263, 5321, 5851, 8583, 8950, 2589, 3894]",1.428,1.036,1.337,1.6892074644476692e-06,3.149414284352204e-25,True
150,1,0,21,9,"[1152, 2202, 8237, 8563, 8726, 5464, 5301, 4975, 5138, 4903]",1.533,1.038,1.43,0.0005415002411670534,0.037919755488813656,False
151,1,0,21,9,"[4255, 7517, 361, 1809, 6874, 7364, 4907, 8169, 7028, 258]",1.647,1.046,1.482,3.242000899369856e-05,1.6375862613667966e-12,True
152,1,0,21,9,"[4301, 6483, 3730, 4352, 3221, 5759, 5596, 6085, 8287, 8858]",1.596,1.054,1.502,8.872126578785713e-06,4.728223361821108e-18,True
153,1,0,21,9,"[2918, 3081, 6588, 6547, 3285, 5446, 6761, 5976, 3163, 6384]",1.683,1.056,1.606,0.0005432665757317402,0.03861350304669848,False
154,1,2,21,9,"[4845, 8107, 3847, 75, 127, 362, 217, 8842, 8026, 3806]",2.196,1.058,2.068,1.9530152819369158e-11,1.3639640543427992e-74,True
155,1,0,21,9,"[4071, 6477, 4438, 3011, 7700, 3052, 3215, 6436, 6640, 9209]",1.483,1.064,1.24,2.5726235699702928e-06,2.098183371081978e-23,True
156,1,0,21,9,"[6139, 8871, 5609, 2510, 2347, 3244, 5772, 3733, 8545, 7974]",1.672,1.068,1.42,0.0015921438924374172,0.9355703224143544,False
157,1,0,21,9,"[6490, 3228, 3615, 4033, 2820, 8865, 5603, 6653, 4308, 2667]",1.619,1.075,1.512,0.0009465571610400444,0.41494469365038755,False
158,1,2,21,9,"[1160, 1671, 5890, 1589, 2119, 5728, 8601, 8500, 1752, 2281]",1.873,1.08,1.85,1.909545575496261e-06,1.0712044203684085e-24,True
159,1,0,21,9,"[3659, 6065, 9327, 2640, 9164, 7900, 7706, 9001, 2803, 2477]",1.499,1.084,1.42,9.725018502351689e-06,1.1752290013069347e-17,True
160,1,0,21,9,"[6399, 3137, 6562, 6603, 3300, 3850, 2770, 3341, 3096, 5135]",1.693,1.091,1.61,0.0003492588172415407,0.0023219391596451884,True
161,1,0,21,9,"[6361, 2936, 5973, 7584, 9327, 6728, 6065, 2895, 6320, 3262]",1.642,1.096,1.525,0.0006300839367663069,0.0840524540177912,False
162,1,0,21,9,"[4057, 2426, 5851, 2589, 8624, 9154, 2263, 3894, 2630, 2467]",1.364,1.104,1.311,1.1837595807140973e-05,8.239890935676592e-17,True
163,1,0,21,9,"[7421, 5301, 5464, 9053, 5791, 8726, 9216, 8563, 8237, 5138]",1.478,1.104,1.421,0.00035872720705590924,0.002802659531845439,True
164,1,5,21,9,"[2053, 7195, 1019, 105, 3933, 306, 7032, 8412, 7521, 1725]",2.351,1.114,2.24,1.5365752838473187e-09,1.239593359794539e-55,True
165,1,0,21,9,"[3065, 3228, 2902, 6694, 2820, 6490, 6653, 3157, 6735, 3106]",1.782,1.114,1.676,0.000475341593730202,0.017738947649400108,True
166,1,0,21,9,"[2841, 8264, 2392, 5165, 2229, 3167, 5654, 3432, 8427, 5002]",1.661,1.122,1.447,0.001071520320794841,0.5679329285014116,False
167,1,0,21,9,"[8614, 5352, 2579, 5189, 5719, 2294, 8451, 2457, 2253, 8981]",1.455,1.125,1.348,0.0007406619296815131,0.1751831346985731,False
168,1,0,21,9,"[7506, 8954, 5692, 2552, 5855, 9117, 9046, 3979, 4244, 5947]",1.664,1.133,1.501,1.3463461900274053e-08,3.3057001058259777e-46,True
169,1,4,21,9,"[396, 673, 74, 439, 5608, 5627, 9195, 724, 8543, 6829]",2.003,1.138,1.797,1.51295474831564e-08,1.0615711848149426e-45,True
170,1,2,21,9,"[1272, 8834, 252, 4920, 68, 2147, 8181, 355, 5572, 7089]",1.715,1.141,1.544,1.1831593729175622e-05,8.198632357286913e-17,True
171,1,0,21,8,"[9423, 9465, 7340, 7299, 633, 9443, 9485, 9397, 7176]",2.054,1.144,1.72,7.702708507566202e-05,8.778268322658624e-08,True
172,1,0,21,9,"[2742, 6167, 9297, 5688, 2263, 7676, 6035, 9113, 7839, 8002]",1.927,1.144,1.788,7.891527794611506e-05,8.011219073858484e-09,True
173,1,0,21,9,"[3626, 7051, 4278, 7540, 6888, 3952, 4115, 191, 1995, 5094]",1.828,1.149,1.57,0.00016925541578607708,7.608816187672135e-06,True
174,1,0,21,9,"[3589, 6851, 7967, 3380, 4970, 8782, 3726, 8854, 6112, 9374]",2.69,1.153,2.626,7.207372634226148e-05,3.430989793936612e-09,True
175,1,0,21,9,"[3667, 9335, 4768, 2648, 6073, 5910, 8030, 8479, 9009, 4238]",1.475,1.156,1.298,3.043623601785157e-06,1.1225896438380888e-22,True
176,1,0,21,9,"[6348, 3249, 6511, 3738, 9243, 3086, 2474, 4421, 5206, 8978]",1.679,1.158,1.506,0.0014291537071036845,0.8712919656262093,False
177,1,7,21,9,"[3771, 7033, 151, 3934, 7094, 7541, 4201, 9297, 8869, 7463]",1.97,1.16,1.795,2.5327601682453865e-09,1.8351760891249677e-53,True
178,1,0,21,9,"[6267, 3168, 6308, 6430, 6593, 3331, 6634, 3005, 8265, 7653]",1.577,1.165,1.444,0.0008107704855135114,0.2497384196473905,False
179,1,0,21,7,"[3149, 2996, 6258, 6523, 6360, 6584, 3312, 6737]",1.802,1.167,1.619,0.004128098918162976,0.9999999997253487,False
180,1,7,21,9,"[7081, 8060, 7020, 4798, 3759, 4536, 530, 8017, 3821, 387]",1.91,1.174,1.589,1.216362114201178e-11,1.197775388613822e-76,True
181,1,0,21,9,"[6913, 8993, 9156, 5853, 2428, 5731, 2265, 4793, 5201, 9115]",1.57,1.178,1.515,8.09710929880712e-05,1.017909827290916e-08,True
182,1,0,21,8,"[6238, 6034, 2609, 6279, 6442, 7675, 9296, 8644, 4403]",1.667,1.18,1.551,0.0012415286267647091,0.8335439496775607,False
183,1,0,21,9,"[3413, 3352, 6451, 6614, 3026, 6777, 6990, 1506, 1190, 3189]",1.689,1.18,1.492,0.0007629678445692512,0.19770062681819947,False
184,1,0,21,9,"[871, 7976, 4714, 7650, 5652, 3980, 2553, 8017, 912, 2349]",1.477,1.188,1.415,5.3748639885557106e-05,2.137268997689023e-10,True
185,1,5,21,9,"[1578, 1741, 590, 5656, 5819, 8918, 672, 1781, 8429, 8958]",1.795,1.366,1.632,4.9181703118269185e-11,1.3988850762503413e-70,True
186,1,4,21,9,"[379, 1515, 1116, 1200, 2127, 1923, 7142, 418, 4940, 613]",2.169,1.193,1.846,1.2118394872047318e-07,1.1527688711840359e-36,True
187,1,0,21,9,"[1661, 1987, 1498, 6982, 3985, 3893, 5249, 4841, 2395, 7247]",2.259,1.197,2.006,0.00048024643933646785,0.018877303416758348,True
188,1,0,21,9,"[369, 2866, 186, 898, 8758, 2071, 734, 1816, 1162, 267]",2.002,1.202,1.938,0.0001995903040159474,3.054816887292673e-05,True
189,1,0,21,9,"[6227, 6798, 3373, 4963, 4321, 7695, 6105, 4290, 3668, 9367]",1.855,1.205,1.666,0.0011891093984428042,0.6942071934701193,False
190,1,0,21,9,"[7572, 2475, 8347, 6349, 6828, 8510, 3902, 3087, 3739, 5411]",1.531,1.207,1.455,0.0003156563296047668,0.0011196409047887948,True
191,1,0,21,9,"[7228, 1133, 6495, 6699, 4619, 6658, 7881, 3844, 3966, 2825]",2.118,1.207,1.91,9.07267176291793e-06,5.902277570199696e-18,True
192,1,0,21,9,"[4020, 5447, 3123, 6579, 7282, 7098, 8383, 4387, 4713, 6548]",1.719,1.217,1.588,2.455729758982959e-06,1.3192462603982364e-23,True
193,1,2,21,9,"[6208, 5802, 7370, 9009, 5312, 9064, 1887, 5965, 2051, 367]",1.809,1.218,1.718,0.0009115285733934278,0.3710337162835018,False
194,1,4,21,9,"[198, 3936, 4882, 8145, 6965, 1458, 4262, 699, 1015, 3645]",1.889,1.219,1.63,3.833056799074898e-09,1.1566041017752916e-51,True
195,1,0,21,8,"[7594, 3914, 3751, 4240, 6565, 6738, 4648, 6157, 7910]",1.519,1.221,1.457,0.0014402616642506646,0.9290835961242547,False
196,1,3,21,9,"[4138, 4844, 1652, 1997, 7158, 7418, 711, 1159, 1671, 7401]",1.951,1.227,1.751,1.0350102969559915e-07,2.3812466953832962e-37,True
197,1,3,21,9,"[233, 4144, 7165, 412, 2128, 88, 736, 1164, 7025, 612]",2.21,1.228,2.141,1.866271939774108e-06,8.520869480459505e-25,True
198,1,0,21,9,"[4328, 5103, 6724, 8365, 7590, 6561, 5429, 3095, 8528, 5266]",1.654,1.228,1.578,1.230463863109637e-06,1.3298787042631374e-26,True
199,1,0,21,9,"[3482, 3523, 5664, 2055, 8926, 9171, 7152, 1209, 4563, 9008]",2.257,1.233,2.167,1.9531265007781387e-08,1.3645106283569707e-44,True
200,1,0,21,9,"[4108, 3619, 2069, 3863, 6718, 3782, 1539, 6147, 4964, 3945]",1.845,1.244,1.817,5.661619769483365e-05,3.506392312127637e-10,True
201,1,0,21,9,"[4379, 8008, 4746, 7845, 4583, 3767, 8793, 5531, 5164, 7325]",2.063,1.246,1.83,0.00029768896927485705,0.0007248997654020454,True
202,1,6,21,9,"[2041, 1878, 2458, 3944, 2693, 1715, 8472, 6066, 5863, 5883]",2.486,1.248,2.175,2.4328284913338874e-08,1.2267896510767808e-43,True
203,1,4,21,9,"[560, 71, 361, 9027, 2038, 5765, 120, 392, 4262, 4877]",1.793,1.249,1.727,2.271513058434947e-06,6.058492642271341e-24,True
204,1,0,21,9,"[347, 1030, 7839, 4577, 3639, 7676, 7737, 8502, 3680, 826]",1.922,1.25,1.728,4.939324673045372e-05,9.531543704336758e-11,True
205,1,2,21,9,"[7214, 78, 4767, 8029, 3993, 3953, 5217, 3810, 6972, 3709]",1.727,1.251,1.587,2.58857699299177e-07,2.27711424051981e-33,True
206,1,1,21,9,"[6251, 2255, 5150, 3886, 6802, 3988, 3966, 2123, 2296, 5313]",1.897,1.254,1.789,0.0005867506459130913,0.05852336666618285,False
207,1,1,21,9,"[174, 673, 724, 1103, 74, 531, 6870, 1489, 1379, 2100]",1.993,1.258,1.619,1.420367752327199e-08,5.6454848954429224e-46,True
208,1,0,21,8,"[6709, 4629, 7891, 6546, 4303, 6668, 3243, 2672, 3080]",1.635,1.259,1.584,0.0006182574317403713,0.14156377406813403,False
209,1,2,21,9,"[6858, 3433, 661, 3596, 1091, 7804, 912, 267, 852, 4162]",1.962,1.262,1.695,2.9549456376261163e-06,8.358718231793605e-23,True
210,1,5,21,9,"[7118, 3856, 424, 536, 6977, 1981, 1043, 885, 1708, 2360]",2.614,1.264,2.428,3.7352417782103525e-13,8.931692571909892e-92,True
211,1,0,21,9,"[3652, 6058, 9320, 2592, 3897, 4060, 3693, 4182, 6017, 4386]",1.463,1.266,1.408,4.813658696217188e-05,7.44638305670654e-11,True
212,1,2,21,9,"[7204, 210, 3942, 120, 1119, 3799, 3697, 4838, 4268, 4024]",2.125,1.268,1.909,5.2227595211034585e-06,2.4385201227338183e-20,True
213,1,1,21,9,"[7714, 4452, 2943, 5879, 1041, 3025, 3351, 9141, 8177, 6777]",2.051,1.497,1.993,3.274239147112786e-05,1.8028864595398839e-12,True
214,1,2,21,9,"[1798, 2308, 5998, 3959, 1922, 5734, 614, 8506, 8445, 5834]",1.743,1.271,1.664,8.474265954222068e-07,3.203195337685178e-28,True
215,1,1,21,9,"[9235, 5973, 2711, 8909, 2548, 5586, 9072, 5647, 5484, 8583]",1.499,1.271,1.448,0.00014576001120043396,2.0867247098313103e-06,True
216,1,1,21,9,"[755, 7288, 3975, 7085, 1244, 2427, 6919, 5832, 4731, 687]",2.043,1.274,1.918,4.674036398085221e-06,8.074358231778016e-21,True
217,1,2,21,9,"[7317, 1504, 4359, 5725, 8803, 5236, 2300, 5073, 8456, 9150]",1.789,1.279,1.759,3.5778000206397597e-06,5.62944475838037e-22,True
218,1,0,21,9,"[4098, 3935, 3772, 358, 3609, 6871, 7514, 419, 93, 1479]",1.978,1.285,1.722,9.007863420678086e-06,5.497040317995139e-18,True
219,1,0,21,9,"[1284, 896, 4209, 732, 8246, 9411, 2864, 9387, 5147, 1376]",1.813,1.285,1.665,0.0011383849117891861,0.6425948341688772,False
220,1,0,21,9,"[648, 1802, 89, 599, 7358, 670, 954, 354, 3606, 1639]",2.126,1.294,1.965,3.938878909107829e-05,1.0806444762054382e-11,True
221,1,0,21,9,"[1069, 7216, 3954, 1793, 4769, 4280, 8031, 7542, 9336, 6074]",1.976,1.299,1.9,6.253346574996378e-05,9.004146532244867e-10,True
222,1,0,21,9,"[7379, 2945, 2486, 5055, 8358, 5218, 8521, 4647, 2160, 8480]",1.616,1.313,1.551,0.0005774731029529475,0.05380732989073214,False
223,1,1,21,9,"[4124, 3736, 4715, 4205, 7875, 8894, 3838, 3675, 5367, 9282]",1.968,1.315,1.859,2.6367661147909085e-05,2.1851529013556446e-13,True
224,1,0,21,9,"[6339, 6492, 3077, 6655, 2822, 6716, 2914, 6553, 6879, 4035]",1.987,1.317,1.825,0.001610406936016735,0.9406509824688153,False
225,1,0,21,9,"[7392, 113, 4129, 7309, 6972, 2569, 8604, 6891, 5342, 1508]",2.161,1.32,1.95,0.004889176422510256,0.9999999999808128,False
226,1,0,21,9,"[747, 7200, 3041, 3938, 3204, 1175, 7567, 3774, 1053, 8015]",1.906,1.328,1.826,0.00020018719967136137,3.131462621856261e-05,True
227,1,0,21,9,"[785, 8736, 5474, 2701, 1977, 5545, 7013, 1610, 5586, 4699]",1.594,1.335,1.497,0.0005258628850143479,0.03215000218385892,True
228,1,2,21,9,"[1326, 743, 7452, 173, 4510, 1344, 237, 6922, 4801, 1101]",2.453,1.336,2.19,7.46511612520119e-07,9.022094379294439e-29,True
229,1,0,21,9,"[4088, 6933, 572, 806, 1163, 735, 899, 1193, 4211, 4048]",2.367,1.336,2.209,3.9847416629146906e-05,1.2084813775370681e-11,True
230,1,0,21,9,"[1700, 2026, 3209, 6675, 6512, 1058, 3943, 2883, 3250, 3005]",2.523,1.339,2.306,1.2880074212356424e-05,1.899137775359935e-16,True
231,1,0,21,9,"[1392, 8139, 4877, 2104, 7357, 64, 89, 7021, 599, 1440]",2.395,1.34,1.699,2.2571718974620797e-05,4.771444555035446e-14,True
232,1,0,21,9,"[4078, 2855, 7137, 6117, 9216, 1152, 5954, 9053, 8237, 9379]",1.835,1.341,1.756,5.4971286581298995e-05,2.6483036324515735e-10,True
233,1,0,21,9,"[1551, 255, 4904, 4252, 5557, 358, 8238, 7514, 2040, 1714]",1.85,1.343,1.822,4.4244670053082e-05,3.31418086564211e-11,True
234,1,2,21,9,"[335, 1379, 9449, 4484, 1089, 6855, 3593, 9472, 7746, 7012]",1.954,1.347,1.763,0.0006810933414287497,0.12158181164865563,False
235,1,3,21,9,"[1964, 615, 9139, 2361, 3879, 1984, 5877, 308, 8232, 1637]",2.107,1.347,1.953,1.5283534592636604e-08,1.1747006221547643e-45,True
236,1,0,21,9,"[3, 3611, 7026, 6873, 4100, 360, 7515, 94, 3937, 8168]",1.789,1.355,1.673,1.779215225781738e-12,5.370706758782241e-85,True
237,1,0,21,9,"[919, 6118, 2693, 3702, 2367, 9217, 5027, 7138, 5792, 1765]",1.776,1.362,1.73,0.0009214841434989705,0.3834843005024522,False
238,1,0,21,9,"[4859, 7030, 517, 7, 6877, 3615, 2137, 98, 4033, 6490]",1.824,1.38,1.69,1.1347409902071487e-05,5.421183865339442e-17,True
239,1,2,21,9,"[469, 1195, 1891, 1594, 1757, 8171, 2137, 4910, 1483, 8812]",1.883,1.384,1.781,2.4087811205212048e-05,9.021731502843271e-14,True
240,1,3,21,9,"[134, 8112, 88, 3999, 7261, 412, 574, 8850, 5588, 4935]",1.978,1.384,1.714,2.692026521122014e-06,3.299330141266585e-23,True
241,1,0,21,9,"[945, 333, 823, 4126, 4564, 5094, 487, 7907, 8927, 7826]",2.184,1.389,2.132,4.291145759646771e-05,2.4688389807620394e-11,True
242,1,1,21,9,"[3921, 4247, 1327, 3758, 4910, 2738, 7519, 2137, 2657, 4859]",2.619,1.394,2.393,3.3528558128468817e-06,2.9464475680491233e-22,True
243,1,2,21,9,"[7058, 4438, 7700, 1066, 555, 8067, 6176, 4622, 4805, 5941]",2.343,1.399,2.119,3.404741587742125e-06,3.433970728187243e-22,True
244,1,0,21,9,"[3565, 5043, 8509, 8346, 5247, 5084, 2148, 4176, 2474, 8784]",1.969,1.412,1.774,3.00222976290788e-07,1.0024386124556633e-32,True
245,1,2,21,9,"[275, 2137, 1891, 1594, 4910, 7000, 8171, 2125, 4853, 4170]",1.987,1.416,1.777,2.0120892072675444e-05,1.54408250606677e-14,True
246,1,2,21,9,"[1400, 363, 3991, 4929, 8456, 2156, 3848, 1462, 3951, 1281]",2.228,1.418,2.032,0.0002192572765287381,6.614409708014672e-05,True
