ID,k,Features,m,#Matches,Indices,max(dists),min(dists),med(dists),P,p-value,Sig_Hochber
37,1,1,21,3,"[3437, 1480, 95, 186]",1.343,0.606,1.34,2.0569635264697374e-14,4.1470859238188806e-45,True
38,1,0,21,2,"[4636, 7898, 3739]",1.239,0.607,0.923,1.4716507577602893e-10,3.426128354740601e-22,True
39,1,0,21,6,"[1381, 9416, 9437, 9458, 9391, 1339, 9477]",1.361,0.609,1.058,3.230101364164514e-07,2.5734745855587526e-29,True
40,1,0,21,16,"[3050, 6679, 6516, 3906, 6475, 4436, 3254, 4069, 4232, 3091, 2642, 3213, 2887, 8677, 3009, 9044, 6832]",1.292,0.612,1.131,9.935882674454846e-08,1.8279318232053101e-84,True
41,1,0,21,19,"[5218, 8480, 8317, 2649, 4239, 6074, 2282, 2445, 9336, 6421, 2945, 6737, 5177, 5055, 4453, 8643, 4647, 5911, 2486, 3179]",1.371,0.613,1.223,6.815854237037957e-08,8.481260619911801e-104,True
42,1,0,21,11,"[2392, 5654, 5165, 2229, 8264, 8427, 2759, 5002, 8916, 7652, 2841, 3167]",1.289,0.615,1.125,1.4927125104695376e-07,4.151782571925647e-56,True
43,1,1,21,6,"[8766, 5504, 4566, 7665, 2242, 3914, 4403]",1.37,0.91,1.24,7.040382773674268e-12,6.015698208565732e-62,True
44,1,1,21,2,"[660, 711, 518]",1.344,0.635,0.989,6.0806774384781585e-12,2.4168254837195823e-26,True
45,1,0,21,5,"[6628, 6465, 3203, 7688, 3040, 3366]",1.336,0.653,1.221,3.645741030536705e-08,1.3425184285313529e-30,True
46,1,0,21,2,"[5573, 8835, 5369]",1.172,0.661,0.916,8.88526625830775e-07,7.53618006501562e-11,True
47,1,2,21,1,"[4837, 8099]",0.668,0.668,0.668,2.5264716266599053e-16,2.3852214423966893e-26,True
48,1,0,21,1,"[1668, 1831]",0.676,0.676,0.676,1.7776663116578207e-09,1.1808640319005378e-12,True
49,1,0,21,5,"[5616, 6146, 8878, 3781, 2517, 2680]",1.341,0.682,0.804,4.3274267467309273e-07,3.7536778044943026e-24,True
50,2,"0,2",21,1,"[4485, 7747]",0.823,0.823,0.823,2.0084183521655572e-24,1.507329561547232e-42,True
51,1,0,21,24,"[4934, 5831, 8930, 8196, 2161, 5994, 9256, 5668, 5097, 8359, 5749, 5056, 8522, 2569, 5260, 5586, 2487, 4363, 2324, 7961, 4699, 8848, 4730, 9093, 5545]",1.291,0.683,1.144,1.2842502865200473e-07,6.293450749610797e-125,True
52,1,0,21,7,"[2191, 2721, 8756, 8226, 5494, 5290, 8552, 3863]",1.313,0.69,1.027,6.015074818289468e-08,1.2894895047309104e-39,True
53,1,0,21,3,"[3108, 6533, 6696, 3179]",1.367,0.693,1.271,6.077024120098842e-07,3.158047968499716e-15,True
54,1,0,21,2,"[598, 88, 7356]",1.183,0.7,0.942,6.17276952120214e-09,2.5282955885924147e-17,True
55,1,0,21,9,"[8969, 5707, 9132, 5870, 2282, 5095, 8439, 6818, 8031, 5666]",1.37,0.705,1.146,2.1430140099877528e-08,1.25303842227807e-54,True
56,1,0,21,9,"[9190, 9353, 5928, 9027, 4307, 5765, 5602, 6091, 2666, 2982]",1.36,0.718,1.104,7.466101194714942e-08,3.300920286417538e-49,True
57,1,0,21,12,"[5458, 8720, 8557, 5295, 5132, 8394, 7884, 4622, 8231, 2196, 4418, 2359, 2685]",1.332,0.724,1.142,4.3188669198996596e-10,4.0493451038752215e-94,True
58,1,0,21,2,"[2111, 8146, 4884]",1.308,0.726,1.017,3.2181493838680567e-10,3.582679051969909e-21,True
59,1,0,21,5,"[9307, 6045, 5107, 6004, 4740, 9144]",1.371,0.728,1.272,4.0547005952903035e-07,2.540037380785049e-24,True
60,1,0,21,2,"[3493, 3534, 7326]",0.903,0.735,0.819,1.4102277986537667e-12,3.0147909910346496e-28,True
61,1,0,21,6,"[2965, 3332, 6635, 6472, 3128, 3006, 6594]",1.324,0.735,1.113,1.821095016952282e-07,4.65994732503422e-31,True
62,1,1,21,2,"[672, 723, 173]",1.338,0.78,1.059,5.2151038837359285e-15,1.5246785377925573e-35,True
63,1,0,21,15,"[3293, 2355, 6596, 2926, 8390, 6392, 8553, 5087, 6555, 5128, 4342, 7819, 8023, 3130, 8716, 9328]",1.35,0.781,1.194,3.953042937942346e-08,1.4518336045932205e-85,True
64,1,1,21,3,"[6132, 8742, 5480, 2707]",1.291,0.796,1.245,4.9438449004177626e-11,1.383872263412199e-31,True
65,2,"1,0",21,1,"[1602, 1765]",0.907,0.907,0.907,1.5645215600975944e-21,9.146668914239664e-37,True
66,1,0,21,12,"[2404, 2241, 8439, 5666, 5177, 9132, 6033, 3179, 7868, 8276, 5870, 9295, 7674]",1.369,0.823,1.282,7.716758264890016e-09,7.65999076621919e-78,True
67,1,0,21,16,"[6433, 5006, 9002, 5903, 4231, 9165, 2233, 8635, 3008, 3171, 2600, 4394, 5740, 6596, 5169, 6066, 4068]",1.364,0.828,1.209,1.837931438597234e-07,6.353588885272267e-80,True
68,1,0,21,2,"[58, 7352, 84]",1.104,0.83,0.967,6.78808337328207e-08,3.3621093912178367e-14,True
69,1,0,21,11,"[4949, 5275, 8700, 5438, 5112, 8211, 2176, 8374, 8537, 2339, 2502, 6570]",1.375,0.834,1.001,6.430352884995813e-07,1.6949986839463445e-48,True
70,1,5,21,1,"[1890, 8577]",0.834,0.834,0.834,5.557731596666634e-16,1.1542370025455437e-25,True
71,1,0,21,10,"[7584, 5423, 8685, 2936, 9297, 6606, 2406, 4322, 5097, 6728, 3751]",1.371,0.84,1.325,3.210348074630811e-08,1.779743356102601e-58,True
72,1,0,21,3,"[3466, 7177, 3507, 6973]",1.369,0.844,1.27,1.4762960214693906e-09,1.10034791681589e-25,True
73,1,0,21,6,"[360, 4906, 8168, 6873, 7516, 7026, 1481]",1.332,0.846,1.221,2.6471806050167457e-08,6.3912898881794815e-37,True
74,1,0,21,6,"[5966, 9065, 9228, 5803, 8902, 2541, 2378]",1.287,0.85,1.181,9.125461434528089e-07,3.694863925804089e-26,True
75,1,0,21,2,"[5340, 8602, 3709]",1.374,0.852,1.113,1.7346862866059265e-08,5.611091624831804e-16,True
76,1,0,21,1,"[3305, 6730]",0.861,0.861,0.861,2.3455440397553282e-07,2.055551827593229e-08,True
77,1,3,21,7,"[7148, 4877, 1948, 8139, 2344, 2508, 9195, 6095]",1.365,0.865,1.287,5.519239211007766e-13,6.479525168339567e-80,True
78,1,0,21,3,"[5399, 8661, 8916, 2626]",1.328,0.884,1.085,8.968012989078692e-08,1.4982861230396847e-18,True
79,1,2,21,6,"[2148, 8183, 254, 1496, 4921, 5573, 8835]",1.329,0.885,1.268,9.163645487313974e-10,3.8070606733956826e-47,True
80,1,0,21,4,"[421, 95, 6874, 8169, 4907]",1.276,0.888,1.219,1.3625659315182713e-08,1.8734978798516564e-27,True
81,1,0,21,4,"[9079, 8916, 5654, 7652, 5817]",1.301,0.89,1.215,2.4591263559919062e-08,3.5872891599389566e-26,True
82,1,0,21,3,"[7308, 9452, 41, 9471]",0.98,0.904,0.966,1.7871716564987956e-07,2.3629159875886787e-17,True
83,1,0,21,13,"[7635, 8573, 5311, 8155, 8247, 2212, 4210, 6779, 4985, 2375, 5148, 7309, 8410, 2538]",1.367,0.905,1.268,1.6743224302359283e-07,1.843225167193324e-65,True
84,1,0,21,2,"[3884, 8777, 5515]",0.93,0.906,0.918,2.0704241905713417e-08,9.540290122360399e-16,True
85,1,1,21,5,"[3993, 4901, 8163, 2128, 3749, 4238]",1.283,0.91,1.041,2.585393796092457e-09,1.7075616996287958e-37,True
86,1,0,21,1,"[1523, 1686]",0.911,0.911,0.911,7.411441959700707e-10,2.0526036315412105e-13,True
87,1,2,21,1,"[267, 661]",0.913,0.913,0.913,7.304892083662481e-10,1.9940097640583883e-13,True
88,1,1,21,10,"[5641, 8903, 2542, 5804, 2705, 7639, 8740, 2379, 9066, 8577, 9229]",1.36,0.917,1.29,2.6308347432375944e-10,1.9921595340389146e-81,True
89,1,0,21,2,"[1934, 1771, 3708]",1.286,0.93,1.108,1.0513679649882762e-08,1.2492537544918153e-16,True
90,1,0,21,2,"[1027, 4360, 4727]",1.321,0.939,1.13,4.924950925148137e-09,1.2840848865244105e-17,True
91,1,0,21,6,"[7339, 9484, 9463, 9444, 53, 9421, 7298]",1.338,0.94,1.119,8.973207183887051e-09,3.286571489087575e-40,True
92,1,0,21,1,"[6259, 3160]",0.94,0.94,0.94,1.204095405558599e-07,5.417408276763014e-09,True
93,1,3,21,2,"[1855, 1529, 1692]",1.228,0.944,1.086,2.2628769101653933e-15,1.2455816121437149e-36,True
94,1,0,21,7,"[1644, 2694, 6119, 5467, 2205, 1766, 2368, 8729]",1.306,0.947,1.173,1.043157235088536e-09,1.0551332131750464e-53,True
95,1,6,21,2,"[7249, 3987, 4760]",1.213,0.97,1.092,1.3062915566101098e-14,2.3961265674198714e-34,True
96,1,1,21,2,"[5882, 9144, 8981]",1.192,0.971,1.082,8.866506956762931e-10,7.492846295685552e-20,True
97,1,0,21,1,"[2864, 367]",0.983,0.983,0.983,1.1009327117764353e-07,4.5289121662929704e-09,True
98,1,0,21,1,"[1728, 1891]",0.984,0.984,0.984,1.6024991017969453e-07,9.595230309434752e-09,True
99,1,0,21,5,"[4152, 5294, 2195, 8230, 7414, 8556]",1.315,0.997,1.235,1.2750530274177036e-08,2.45687137924109e-33,True
100,1,0,21,2,"[6582, 5226, 8488]",1.244,1.0,1.122,4.548168076022649e-07,1.0110466941942204e-11,True
101,1,3,21,1,"[406, 61]",1.007,1.007,1.007,9.284586007137193e-11,3.2212536106498066e-15,True
102,1,0,21,1,"[461, 604]",1.01,1.01,1.01,9.616545633734294e-10,3.455714120873266e-13,True
103,1,0,21,6,"[7606, 2550, 9074, 5975, 3977, 8911, 7239]",1.319,1.013,1.241,1.3893707057824856e-08,7.011881626214145e-39,True
104,1,0,21,6,"[6753, 2961, 3328, 3287, 3124, 6549, 6590]",1.353,1.021,1.286,1.0449263702481546e-07,9.542845612948521e-33,True
105,1,0,21,3,"[3063, 3226, 2900, 6692]",1.309,1.028,1.231,7.363600506959885e-08,6.810445438763145e-19,True
106,1,2,21,2,"[736, 1319, 7304]",1.359,1.028,1.194,1.7407959448088573e-14,5.670651976477619e-34,True
107,1,5,21,1,"[7125, 3863]",1.03,1.03,1.03,3.1898727247170223e-18,3.8023016198002516e-30,True
108,1,0,21,1,"[7563, 6962]",1.035,1.035,1.035,9.364296706752848e-09,3.2767842394642715e-11,True
109,1,0,21,3,"[4465, 3690, 7727, 2671]",1.322,1.036,1.279,6.152037807058562e-12,3.318277107397064e-35,True
110,1,0,21,1,"[6987, 1503]",1.036,1.036,1.036,9.534188526092433e-09,3.396760625383192e-11,True
111,1,0,21,3,"[1152, 2202, 8237, 8563]",1.341,1.038,1.279,1.5540739842007358e-08,1.351197340843394e-21,True
112,1,0,21,1,"[1998, 1896]",1.044,1.044,1.044,2.2926540330979386e-10,1.964159917704021e-14,True
113,1,0,21,1,"[4255, 7517]",1.046,1.046,1.046,1.1126763864924229e-09,4.62633757398869e-13,True
114,1,2,21,2,"[4499, 7924, 4662]",1.297,1.049,1.173,1.4287971033977777e-14,3.135458656044041e-34,True
115,1,0,21,2,"[3830, 8071, 4809]",1.282,1.056,1.169,2.3477158082593657e-13,1.3909962783554828e-30,True
116,1,0,21,1,"[6487, 3225]",1.056,1.056,1.056,6.227540034502105e-08,1.449163377350928e-09,True
117,1,2,21,1,"[1097, 6864]",1.058,1.058,1.058,1.1614982409612e-14,5.0412352822895816e-23,True
118,1,2,21,4,"[533, 675, 7026, 106, 726]",1.354,1.058,1.066,1.4475627623447628e-10,2.5354601257740354e-37,True
119,1,1,21,1,"[122, 6971]",1.062,1.062,1.062,2.105911195014745e-07,1.6570184425312033e-08,True
120,1,0,21,5,"[7165, 3740, 8511, 5901, 2150, 3251]",1.353,1.063,1.296,5.640457005385317e-10,1.841206910601943e-41,True
121,1,3,21,3,"[1622, 1948, 4977, 5209]",1.3,1.064,1.265,3.0884991610138237e-15,2.107786509507971e-48,True
122,1,6,21,1,"[7532, 4270]",1.067,1.067,1.067,1.1433614721222594e-17,4.885026923732509e-29,True
123,1,3,21,1,"[1815, 1958]",1.073,1.073,1.073,2.745611116261053e-10,2.8169415435449695e-14,True
124,1,1,21,2,"[2733, 3854, 6158]",1.274,1.075,1.175,5.263795173432774e-14,1.5677844038792925e-32,True
125,1,0,21,5,"[3394, 9418, 1383, 9461, 9392, 9439]",1.334,1.084,1.225,1.4387679686858173e-06,5.066423838314283e-21,True
126,1,0,21,1,"[4034, 8866]",1.087,1.087,1.087,1.0247007872060008e-09,3.923681419708192e-13,True
127,1,0,21,2,"[3811, 7766, 8388]",1.22,1.087,1.153,2.0025622040503023e-10,8.632714623136522e-22,True
128,1,0,21,5,"[6305, 5938, 5775, 7691, 2880, 9200]",1.331,1.088,1.296,1.2136958629648974e-07,1.827416061275332e-27,True
129,1,0,21,3,"[1976, 5544, 5473, 8806]",1.187,1.093,1.177,4.2097126354867493e-07,7.273116498180125e-16,True
130,1,0,21,1,"[3794, 4477]",1.094,1.094,1.094,6.009034345970523e-11,1.349302148588687e-15,True
131,1,2,21,2,"[5352, 7839, 4353]",1.348,1.095,1.221,6.908759464644714e-11,3.54478250442374e-23,True
132,1,0,21,2,"[6361, 2936, 5973]",1.348,1.096,1.222,1.5011853723809308e-07,3.6362205622267456e-13,True
133,1,0,21,2,"[7778, 4557, 7819]",1.116,1.103,1.109,7.830802250055497e-11,5.161882852274303e-23,True
134,1,2,21,1,"[143, 70]",1.107,1.107,1.107,6.65926101979215e-11,1.657112196408235e-15,True
135,1,5,21,1,"[2053, 7195]",1.114,1.114,1.114,2.0561244655954764e-16,1.5797874366376254e-26,True
136,1,2,21,3,"[1803, 8591, 2455, 5982]",1.371,1.116,1.255,3.9327723901180493e-10,5.541556955218127e-28,True
137,1,0,21,1,"[6889, 1670]",1.121,1.121,1.121,8.551214105193992e-09,2.732456636394679e-11,True
138,1,3,21,7,"[1783, 8541, 5953, 2528, 1946, 6094, 355, 2506]",1.375,1.122,1.239,8.219664670862045e-14,1.567986235442894e-86,True
139,1,0,21,6,"[8614, 5352, 2579, 5189, 5719, 2294, 8451]",1.367,1.125,1.228,1.2935387989411163e-08,4.2517149640923506e-39,True
140,1,0,21,1,"[6319, 6278]",1.128,1.128,1.128,2.0525609786718484e-07,1.574130395773983e-08,True
141,1,7,21,1,"[7082, 8061]",1.132,1.132,1.132,2.437001346822797e-18,2.2192763889110223e-30,True
142,1,0,21,4,"[4015, 5697, 9122, 5860, 2435]",1.352,1.138,1.334,9.540860645384458e-11,3.1536068477266264e-38,True
143,1,2,21,1,"[1272, 8834]",1.141,1.141,1.141,1.1233297126498115e-11,4.715354452690474e-17,True
144,1,0,21,2,"[632, 9420, 9395]",1.316,1.143,1.23,2.6288550966875e-08,1.95290878546207e-15,True
145,1,0,21,2,"[3932, 6868, 3606]",1.275,1.144,1.209,3.7732561282852913e-10,5.774815953010135e-21,True
146,1,0,21,3,"[6647, 2814, 3222, 2977]",1.338,1.146,1.263,3.3078760553950613e-09,2.7735282496534335e-24,True
147,1,0,21,1,"[3626, 7051]",1.149,1.149,1.149,4.59902304087278e-09,7.90368959890152e-12,True
148,1,0,21,1,"[3589, 6851]",1.153,1.153,1.153,2.0417904432086163e-10,1.5578374383985803e-14,True
149,1,0,21,7,"[3667, 9335, 4768, 2648, 6073, 5910, 8030, 8479]",1.318,1.156,1.218,1.2984705091608505e-12,6.080876247083503e-77,True
150,1,0,21,1,"[6348, 3249]",1.158,1.158,1.158,9.440124335121752e-08,3.3299038661321786e-09,True
151,1,3,21,1,"[7065, 6025]",1.159,1.159,1.159,5.377630840641087e-15,1.0806419581031978e-23,True
152,1,0,21,4,"[4536, 2569, 7798, 1610, 5668]",1.373,1.162,1.286,2.769973771495167e-07,6.503720773791882e-21,True
153,1,2,21,2,"[3957, 5221, 2448]",1.252,1.165,1.209,2.8681460984879976e-13,2.5362566838075966e-30,True
154,1,0,21,3,"[3570, 6791, 4589, 7851]",1.362,1.175,1.346,8.987877608515514e-11,1.5116987090366662e-30,True
155,1,0,21,3,"[6913, 8993, 9156, 5853]",1.322,1.178,1.207,1.2100770618589906e-09,4.96693437562592e-26,True
156,1,0,21,2,"[6238, 6034, 2609]",1.261,1.18,1.22,3.4705511609343306e-08,4.49339920060737e-15,True
157,1,4,21,1,"[436, 72]",1.18,1.18,1.18,7.141291727888354e-16,1.905695040578804e-25,True
158,1,2,21,4,"[1918, 2632, 610, 8809, 2121]",1.284,1.18,1.263,8.993499697488967e-11,2.3470017359685065e-38,True
159,1,0,21,1,"[3413, 3352]",1.18,1.18,1.18,1.3796859097334894e-07,7.112558297537399e-09,True
160,1,0,21,2,"[2914, 3077, 6584]",1.215,1.191,1.203,2.4856350876676304e-07,1.6505615301257073e-12,True
161,1,5,21,1,"[1578, 1741]",1.366,1.366,1.366,1.2185276357434833e-18,5.548436509807059e-31,True
162,1,7,21,1,"[3769, 7031]",1.193,1.193,1.193,2.165813921978702e-15,1.7528394393096937e-24,True
163,1,4,21,1,"[379, 1515]",1.193,1.193,1.193,5.946116724453729e-14,1.3211943715945528e-21,True
164,1,0,21,9,"[3273, 4618, 2325, 5057, 8278, 5016, 2947, 7880, 8482, 2488]",1.373,1.203,1.319,1.5381579256814575e-07,4.546517561257599e-46,True
165,1,0,21,1,"[1118, 3605]",1.204,1.204,1.204,3.421433143302861e-09,4.374365981717097e-12,True
166,1,0,21,1,"[1133, 7228]",1.207,1.207,1.207,2.091084890836381e-09,1.6339646624329944e-12,True
167,1,1,21,1,"[1448, 2864]",1.211,1.211,1.211,1.2479546854199409e-12,5.819658299213914e-19,True
168,1,2,21,1,"[6208, 5802]",1.218,1.218,1.218,2.0760802806094402e-08,1.6105824174960112e-10,True
169,1,2,21,2,"[1194, 8157, 2123]",1.335,1.219,1.277,1.7441783980145109e-10,5.703770680139191e-22,True
170,1,4,21,2,"[198, 3936, 4882]",1.31,1.219,1.265,5.326789458858602e-16,1.6247479221498613e-38,True
171,1,3,21,1,"[4138, 4844]",1.227,1.227,1.227,4.2030257582059356e-14,6.601216209701925e-22,True
172,1,3,21,1,"[233, 4144]",1.228,1.228,1.228,4.443555623611636e-13,7.378381319376972e-20,True
173,1,1,21,2,"[6929, 8084, 4822]",1.305,1.239,1.272,1.0781251315336508e-12,1.3470909056763733e-28,True
174,1,0,21,1,"[7621, 7988]",1.24,1.24,1.24,5.0879249113277414e-08,9.673163488687972e-10,True
175,1,0,21,3,"[6665, 2985, 4310, 6094]",1.291,1.244,1.244,5.161000221684525e-08,1.6434509317850246e-19,True
176,1,0,21,1,"[4108, 3619]",1.244,1.244,1.244,6.787027272463478e-10,1.7213091341821588e-13,True
177,1,0,21,1,"[4379, 8008]",1.246,1.246,1.246,2.9789545436304674e-08,3.316043076434117e-10,True
178,1,6,21,1,"[1878, 2041]",1.248,1.248,1.248,6.184905532107848e-18,1.4294402130909435e-29,True
179,1,4,21,1,"[560, 71]",1.249,1.249,1.249,3.0793940819200026e-12,3.5434833389900496e-18,True
180,1,2,21,1,"[7214, 78]",1.251,1.251,1.251,1.8485714202913803e-14,1.2769453854450941e-22,True
181,1,2,21,1,"[212, 7052]",1.251,1.251,1.251,8.585325383863025e-12,2.7543135032234008e-17,True
182,1,5,21,1,"[305, 7520]",1.254,1.254,1.254,6.905992746430328e-15,1.7821821518810666e-23,True
183,1,4,21,1,"[7263, 4001]",1.256,1.256,1.256,1.9020665590194766e-22,1.3519208766052187e-38,True
184,1,0,21,1,"[912, 8017]",1.257,1.257,1.257,4.641956881470721e-09,8.051946831329146e-12,True
185,1,3,21,1,"[1843, 1680]",1.261,1.261,1.261,3.121748566477925e-14,3.641628977421479e-22,True
186,1,1,21,1,"[3639, 4740]",1.263,1.263,1.263,2.182895732192712e-10,1.7805975983990065e-14,True
187,1,0,21,1,"[2790, 3615]",1.263,1.263,1.263,5.189532339678033e-07,1.0060663753249442e-07,True
188,1,0,21,1,"[3481, 3522]",1.27,1.27,1.27,7.442531079130384e-14,2.0698609348146514e-21,True
189,1,1,21,1,"[755, 7288]",1.274,1.274,1.274,1.0053482884644687e-10,3.776877638344863e-15,True
190,1,4,21,2,"[394, 72, 437]",1.313,1.281,1.297,1.2530566179410292e-14,2.114956692713091e-34,True
191,1,0,21,1,"[896, 1284]",1.285,1.285,1.285,1.8493691658836602e-09,1.278046387517242e-12,True
192,1,0,21,1,"[648, 1802]",1.294,1.294,1.294,8.373820223624973e-10,2.6202752260812954e-13,True
193,1,0,21,1,"[2072, 4111]",1.297,1.297,1.297,6.442235678931478e-10,1.5508611286706347e-13,True
194,1,0,21,1,"[1069, 7216]",1.299,1.299,1.299,2.767746195347564e-10,2.8625449167903874e-14,True
195,1,0,21,2,"[3148, 2995, 6257]",1.315,1.299,1.307,2.1041924052401037e-07,1.001351752161396e-12,True
196,1,0,21,1,"[1179, 8794]",1.301,1.301,1.301,1.0138802324262392e-08,3.841232833431424e-11,True
197,1,0,21,1,"[1240, 7907]",1.306,1.306,1.306,3.1238921268212175e-10,3.6466311154379186e-14,True
198,1,0,21,1,"[7379, 2945]",1.313,1.313,1.313,1.0662405037700247e-07,4.2479907789085485e-09,True
199,1,1,21,1,"[449, 91]",1.314,1.314,1.314,5.350718746876623e-09,1.0698496878505065e-11,True
