ID,k,Features,m,#Matches,Indices,max(dists),min(dists),med(dists),P,p-value,Sig_Hochber
7,1,2,300,72,"[7600, 1562, 1714, 1866, 2018, 2170, 2322, 2474, 2802, 2954, 3106, 3258, 3410, 3562, 3714, 3866, 4018, 4170, 4322, 4474, 4626, 4778, 4930, 5082, 5234, 5386, 5538, 5690, 5842, 5994, 6146, 6298, 6450, 6602, 6754, 6906, 7058, 7210, 7362, 7752, 7904, 8056, 8208, 8860, 9012, 9164, 9316, 9468, 10134, 10286, 10438, 10590, 10742, 10894, 11046, 11198, 11350, 11502, 11654, 11806, 11958, 12110, 12262, 12414, 12566, 12718, 12870, 13022, 13174, 13326, 13478, 13630, 13782]",0.0,0.0,0.0,0.7254487088370449,0.11955746686552848,False
8,4,"4,2,5,0",300,1,"[8527, 9812]",4.477,4.477,4.477,1.0391190513945395e-24,4.619249227910272e-45,True
9,1,2,300,1,"[8451, 9737]",1.617,1.617,1.617,2.909826904845743e-09,3.622221581766024e-14,True
10,2,"2,4",300,1,"[9625, 2500]",5.049,5.049,5.049,4.0365994734908124e-09,6.970629378338533e-14,True
0,2,"2,3",600,1,"[1561, 2801]",0.0,0.0,0.0,4.263707372981248e-07,1.881523726095427e-10,True
1,2,"2,3",600,21,"[1712, 2014, 2802, 3104, 3406, 3708, 4010, 4312, 4614, 4916, 5218, 5520, 5822, 6124, 6426, 6728, 7030, 11271, 12571, 12873, 13175, 13477]",0.0,0.0,0.0,0.005703965860734389,2.9920775887210476e-37,True
2,4,"2,3,5,4",600,2,"[10948, 12568, 11270]",4.115,3.355,3.735,4.13513942284464e-20,1.0733521801924715e-54,True
3,1,3,600,28,"[0, 302, 604, 906, 1208, 1510, 1812, 2114, 2416, 2718, 3020, 3322, 3624, 3926, 4228, 4530, 4832, 5134, 5436, 5738, 6040, 6342, 6644, 6946, 11271, 12571, 12873, 13175, 13477]",0.0,0.0,0.0,0.010301138059850116,3.4894205067833003e-46,True
4,1,2,600,34,"[7332, 1562, 1864, 2166, 2802, 3104, 3406, 3708, 4010, 4312, 4614, 4916, 5218, 5520, 5822, 6124, 6426, 6728, 7030, 7634, 7936, 8860, 9162, 10134, 10436, 10738, 11040, 11342, 11644, 11946, 12248, 12550, 12852, 13154, 13456]",0.0,0.0,0.0,0.5537219118503285,0.0030057782706880754,False
5,3,"4,5,2",600,1,"[8496, 9774]",4.308,4.308,4.308,1.2854643093210078e-27,1.710253137706959e-51,True
6,1,2,600,1,"[8681, 9955]",0.79,0.79,0.79,2.4575707736014325e-07,6.250996938216778e-11,True
7,2,"2,5",600,1,"[8247, 9532]",5.337,5.337,5.337,1.09335040710084e-12,1.2372546416126599e-21,True
8,1,2,600,1,"[8096, 9382]",2.512,2.512,2.512,9.25118486972247e-09,8.857985220831588e-14,True
0,2,"2,3",1200,1,"[1561, 2801]",0.0,0.0,0.0,2.6676499977986726e-09,1.6438782955139085e-15,True
1,2,"2,3",1200,7,"[3102, 1562, 3704, 4306, 4908, 5510, 6112, 12571]",0.0,0.0,0.0,3.568768488254017e-05,8.409919568417037e-31,True
2,4,"2,3,5,4",1200,1,"[10910, 12530]",4.294,4.294,4.294,5.76172733570841e-37,7.668622936832228e-71,True
3,1,3,1200,12,"[0, 602, 1204, 1806, 2408, 3010, 3612, 4214, 4816, 5418, 6020, 6622, 12571]",0.0,0.0,0.0,0.00011062586269010091,1.8469639858228764e-46,True
4,1,2,1200,12,"[6923, 1562, 2802, 3404, 4006, 4608, 5210, 5812, 10134, 10736, 11338, 11940, 12542]",0.0,0.0,0.0,0.32259802558568973,0.008591551596805056,False
5,1,2,1200,1,"[8655, 9929]",1.004,1.004,1.004,7.19573850889447e-08,1.1960857295385376e-12,True
6,1,2,1200,1,"[7647, 8932]",2.14,2.14,2.14,5.976249312898247e-11,8.250293394756622e-19,True
7,2,"5,2",1200,1,"[8118, 9393]",8.74,8.74,8.74,4.5972734600739475e-19,4.882167274607749e-35,True
