ID,k,Features,m,#Matches,Indices,max(dists),min(dists),med(dists),P,p-value,Sig_Hochber
2,1,2,12,64,"[888, 48, 168, 24, 1656, 120, 1632, 312, 1464, 360, 241, 1608, 216, 792, 696, 528, 552, 960, 265, 840, 0, 409, 1417, 144, 433, 336, 97, 624, 1368, 1200, 1704, 938, 576, 913, 1320, 288, 1032, 770, 1584, 1441, 1224, 481, 744, 1729, 1344, 456, 721, 73, 1753, 864, 817, 648, 602, 384, 1249, 1560, 1777, 984, 504, 1800, 1152, 1536, 1104, 1009, 1296]",1.039,0.133,0.582,4.811275758384315e-06,8.331806311059641e-279,True
3,1,2,12,64,"[329, 401, 1411, 1311, 114, 833, 786, 1360, 643, 211, 1192, 1744, 377, 546, 737, 1072, 1217, 40, 16, 1434, 1003, 91, 619, 258, 304, 499, 633, 593, 1548, 904, 185, 137, 1531, 880, 808, 1146, 1097, 521, 162, 688, 761, 666, 1723, 1459, 474, 1819, 1026, 1573, 1172, 1050, 1241, 235, 1556, 1625, 1503, 932, 715, 1649, 572, 1772, 65, 282, 1700, 354, 972]",1.038,0.166,0.761,0.00012656452124273841,1.6274162340263072e-186,True
4,2,"0,1",12,2,"[442, 1452, 348]",0.873,0.441,0.657,1.559788129194123e-17,1.8121962331838553e-44,True
5,1,2,12,46,"[192, 504, 384, 745, 1800, 481, 864, 624, 1489, 696, 1081, 144, 216, 938, 1130, 1249, 1321, 1464, 1033, 648, 1225, 1704, 49, 840, 1512, 312, 1200, 889, 266, 1176, 552, 168, 528, 1632, 1442, 120, 1656, 98, 1369, 1560, 577, 25, 361, 961, 1754, 1729, 1608]",1.036,0.327,0.886,4.516444862804164e-05,4.369337907362435e-149,True
6,1,0,12,16,"[449, 1459, 1744, 860, 355, 1648, 304, 1192, 903, 1550, 138, 1575, 1334, 1624, 520, 546, 1599]",1.03,0.339,0.886,1.9219847206588527e-08,2.2808513871373122e-104,True
7,1,2,12,48,"[1482, 1675, 1626, 1697, 1386, 1650, 882, 281, 41, 714, 1819, 809, 1170, 1146, 305, 1193, 1408, 1723, 378, 17, 1123, 1339, 259, 185, 1312, 594, 1242, 160, 1434, 1745, 1001, 1049, 1073, 233, 137, 1601, 426, 1769, 1505, 666, 1576, 904, 691, 1553, 64, 643, 787, 402, 1098]",1.038,0.38,0.818,9.889360497991545e-06,1.2273145727040559e-188,True
8,1,2,12,24,"[1683, 1252, 867, 627, 51, 171, 244, 484, 1659, 363, 76, 1084, 555, 1803, 412, 1420, 916, 1324, 843, 219, 891, 773, 724, 100, 123]",1.038,0.419,0.86,1.3765528441768258e-08,1.0507024929467256e-160,True
9,1,2,12,15,"[1267, 954, 326, 734, 398, 208, 88, 1741, 759, 542, 617, 1069, 640, 1529, 182, 1794]",1.012,0.443,0.897,0.0019504207319706037,5.140094918559122e-18,True
10,1,2,12,35,"[1395, 291, 3, 1539, 916, 1347, 795, 1563, 436, 123, 268, 651, 723, 604, 1780, 963, 458, 1108, 100, 1610, 411, 1707, 315, 147, 1755, 339, 554, 26, 699, 1299, 1658, 218, 1252, 362, 531, 1226]",1.001,0.502,0.842,5.02294127337073e-07,1.8757282956741563e-180,True
11,1,0,12,1,"[1617, 1641]",0.511,0.511,0.511,0.000876895353839252,0.030278767884366318,False
12,1,0,12,10,"[1284, 1450, 1150, 440, 1654, 1606, 1630, 1441, 719, 1751, 287]",1.026,0.65,0.905,8.3573660161721e-08,6.628458366775382e-59,True
13,1,2,12,39,"[1275, 1443, 482, 74, 337, 865, 1826, 771, 1370, 625, 217, 1418, 553, 1633, 242, 1250, 1322, 169, 914, 361, 889, 1465, 818, 578, 1609, 410, 49, 1, 722, 99, 939, 1657, 434, 25, 1801, 746, 267, 794, 1585, 289]",1.039,0.652,0.906,0.006276749020828011,4.143164455557855e-39,True
14,1,1,12,19,"[991, 365, 126, 293, 534, 102, 844, 29, 413, 1564, 149, 270, 1735, 1397, 316, 53, 484, 1540, 390, 1468]",1.028,0.696,0.911,0.0002353209308652031,3.07084899421399e-42,True
15,1,0,12,1,"[1716, 758]",0.735,0.735,0.735,2.296049907585078e-06,2.4750826358799775e-07,True
