ID,k,Features,m,#Matches,Indices,max(dists),min(dists),med(dists),P,p-value,Sig_Hochber
9,1,2,12,37,"[1224, 1320, 1368, 1441, 1753, 480, 576, 360, 48, 265, 960, 24, 888, 97, 409, 1656, 720, 1417, 1608, 528, 792, 312, 241, 552, 769, 1632, 168, 1032, 623, 433, 912, 937, 1464, 1104, 840, 456, 744, 216]",0.882,0.3,0.76,0.00020456883394220178,7.1013304281082275e-62,True
10,1,2,12,3,"[1363, 908, 404, 332]",0.547,0.305,0.485,0.0011585662043183756,0.16774860621469742,False
11,1,2,12,6,"[212, 380, 116, 188, 44, 1749, 812]",0.387,0.306,0.355,0.013982147037099593,0.999996947218183,False
12,1,2,12,11,"[1413, 93, 765, 1077, 740, 1220, 909, 812, 140, 548, 188, 836]",0.632,0.326,0.56,0.005436832570237136,0.3045841742520829,False
13,1,2,12,2,"[964, 1781, 1732]",0.518,0.339,0.428,8.517221221548047e-06,6.350441658432661e-07,True
14,2,"1,0",12,53,"[1534, 1558, 1582, 382, 119, 46, 1175, 526, 1343, 886, 1367, 22, 695, 959, 310, 334, 240, 190, 838, 646, 166, 550, 1319, 287, 1487, 479, 791, 1463, 1511, 622, 143, 214, 1248, 1678, 1391, 264, 406, 719, 909, 1751, 455, 431, 670, 1630, 502, 345, 744, 1701, 767, 1798, 1148, 1728, 72, 1441]",1.961,0.393,1.469,1.1379083315096876e-09,0.0,True
15,2,"1,0",12,15,"[860, 1459, 449, 355, 138, 1744, 1293, 903, 1599, 1575, 546, 1648, 1240, 1550, 1625, 304]",1.068,0.42,0.917,1.253398559005233e-14,2.917890450120604e-184,True
16,2,"0,1",12,25,"[442, 1452, 348, 1286, 604, 673, 852, 131, 626, 243, 1465, 940, 890, 75, 1754, 1591, 649, 697, 193, 866, 1370, 1130, 554, 170, 25, 218]",2.21,0.441,1.868,1.9290274684912244e-16,0.0,True
17,2,"2,1",12,2,"[1613, 1637, 1589]",1.325,0.531,0.928,4.850443628497214e-06,1.178825699934506e-07,True
18,1,2,12,1,"[1028, 572]",0.34,0.34,0.34,0.0007688805196264184,0.4138288389126302,False
19,1,2,12,11,"[796, 1540, 124, 1348, 269, 917, 1781, 316, 700, 148, 1564, 4]",0.66,0.343,0.54,1.6260042132825105e-05,1.0211208780920313e-27,True
20,1,2,12,26,"[816, 769, 720, 982, 937, 408, 96, 601, 1441, 1056, 240, 1151, 47, 1607, 167, 1224, 480, 887, 839, 551, 119, 1105, 1199, 1417, 1008, 1367, 1463]",1.027,0.345,0.899,0.0003626151576160686,7.450158913853738e-34,True
21,1,2,12,2,"[292, 4, 1348]",0.468,0.384,0.426,5.774546599234256e-05,0.00018495482515130143,True
22,1,2,12,24,"[1683, 1252, 867, 627, 51, 171, 244, 484, 1659, 363, 76, 1084, 555, 1803, 412, 1420, 916, 1324, 843, 219, 891, 773, 724, 100, 123]",1.038,0.419,0.86,4.543948999068121e-08,6.402491311207561e-128,True
23,1,2,12,2,"[13, 590, 37]",0.549,0.446,0.498,1.1060682853237562e-05,1.3859060599275297e-06,True
24,1,1,12,10,"[438, 1447, 847, 981, 343, 127, 1635, 1611, 1587, 1283, 1705]",1.575,0.481,1.4,1.1738001283942979e-05,1.1508480836446625e-26,True
25,1,1,12,1,"[973, 64]",0.482,0.482,0.482,8.988764629337582e-07,1.3684678731453986e-06,True
26,1,2,12,8,"[1298, 338, 2, 1466, 435, 362, 122, 26, 314]",0.741,0.494,0.697,0.001835336137271688,0.007950048334089365,True
27,1,2,12,5,"[1395, 291, 3, 1539, 916, 1347]",0.578,0.502,0.552,5.1065081446384045e-06,9.464976082474078e-16,True
28,1,0,12,45,"[1617, 1641, 1593, 1736, 1033, 296, 370, 555, 273, 953, 1496, 854, 1682, 1139, 459, 942, 992, 1634, 1755, 614, 867, 33, 1610, 348, 771, 658, 1658, 171, 131, 151, 1044, 579, 243, 1452, 828, 443, 890, 1429, 627, 1791, 51, 1667, 1567, 818, 1286, 681]",3.212,0.511,2.971,0.0064841629450504935,4.087897557621923e-14,True
29,1,2,12,22,"[1205, 701, 317, 149, 125, 943, 1373, 845, 797, 1037, 1493, 1157, 1469, 389, 1734, 1349, 29, 1782, 270, 1112, 749, 533, 1181]",1.055,0.526,0.866,0.00027176475676966524,2.57056872315095e-30,True
30,1,2,12,74,"[1776, 1175, 1727, 1031, 575, 1679, 1559, 1703, 1535, 359, 432, 1751, 767, 407, 863, 550, 719, 454, 959, 1582, 1631, 1487, 214, 1129, 1222, 600, 1080, 526, 622, 646, 695, 143, 838, 264, 239, 1391, 743, 1318, 1416, 1654, 287, 22, 1007, 1440, 1463, 479, 311, 790, 1150, 1606, 912, 670, 166, 1798, 191, 95, 1248, 72, 887, 383, 1198, 1823, 46, 335, 1511, 1343, 503, 1103, 1366, 1295, 815, 1273, 1055, 119, 937]",1.65,0.534,1.227,0.0026789903089909466,8.054549296507268e-61,True
31,1,0,12,2,"[1067, 1267, 61]",0.885,0.541,0.713,0.0017984617445254774,0.6433670710968684,False
32,1,2,12,30,"[508, 388, 749, 196, 1804, 700, 172, 1180, 628, 485, 942, 1660, 868, 1085, 965, 725, 1253, 124, 1204, 1063, 1469, 1684, 148, 364, 340, 532, 52, 316, 460, 917, 1708]",1.282,0.544,1.127,4.082427748208162e-05,1.2766764883825681e-69,True
33,1,2,12,1,"[996, 254]",0.612,0.612,0.612,5.803129850178322e-05,0.005319370570383756,True
34,1,1,12,9,"[899, 804, 1171, 952, 1408, 161, 758, 1235, 372, 35]",1.515,0.617,1.34,5.73957731390232e-05,4.263885442197382e-17,True
35,1,2,12,27,"[104, 608, 222, 30, 127, 894, 7, 342, 777, 846, 272, 799, 1182, 1302, 1662, 1087, 1206, 1135, 944, 367, 1351, 295, 1494, 318, 823, 1113, 1759, 1038]",1.706,0.625,1.442,0.0008810984187972989,4.4180673260946e-25,True
36,1,0,12,18,"[300, 1571, 1547, 1236, 1740, 37, 323, 900, 876, 155, 134, 1245, 805, 1266, 1189, 970, 60, 995, 1308]",1.407,0.629,1.208,0.00019062632884896176,1.2448032889467864e-26,True
37,1,2,12,13,"[110, 133, 300, 36, 1569, 1499, 615, 900, 783, 1356, 969, 12, 373, 350]",1.112,0.648,0.842,0.0026996963567818364,0.0006492709454602959,True
38,1,2,12,2,"[653, 1349, 293]",0.717,0.649,0.683,7.953965187824448e-05,0.00046912749503484163,True
39,1,0,12,4,"[1330, 542, 1067, 323, 1267]",1.118,0.653,0.998,0.0001879562989127137,3.095607512615105e-05,True
40,1,2,12,8,"[1694, 1190, 134, 784, 518, 301, 1094, 901, 37]",0.965,0.657,0.901,3.205834852990059e-06,2.347016856137632e-26,True
41,1,1,12,1,"[1120, 1312]",0.685,0.685,0.685,0.0033389222941509387,0.9848621102638376,False
42,1,0,12,12,"[1334, 355, 1624, 1550, 808, 376, 40, 138, 1648, 903, 1459, 1574, 520]",0.892,0.689,0.79,0.0009736804936244131,5.891462254414494e-08,True
43,1,1,12,1,"[178, 1264]",0.71,0.71,0.71,7.424364697905665e-05,0.008536999600379734,True
44,1,1,12,32,"[1279, 798, 271, 294, 30, 1086, 126, 653, 1494, 894, 1397, 991, 1565, 54, 1349, 102, 1540, 222, 485, 365, 317, 1469, 1735, 534, 414, 918, 1302, 1231, 1326, 1516, 246, 1255, 1133]",1.574,0.716,1.373,0.001325534774112437,5.238465885640036e-26,True
45,1,0,12,6,"[560, 1598, 997, 544, 1069, 833, 63]",1.066,0.734,0.955,1.1200827333320299e-05,3.0660629679004263e-16,True
46,1,0,12,1,"[1716, 758]",0.735,0.735,0.735,3.096668215883524e-05,0.0015654702701750935,True
47,1,2,12,7,"[1215, 1816, 1190, 301, 831, 518, 591, 497]",1.066,0.799,1.021,1.0219155123960127e-05,3.786791380353195e-19,True
48,1,0,12,1,"[1526, 183]",0.854,0.854,0.854,1.4456383211453243e-05,0.00034812868680868264,True
49,1,1,12,5,"[1474, 396, 181, 1741, 1547, 1571]",1.167,0.965,1.016,4.4758844027979005e-06,4.296150177807025e-16,True
50,1,1,12,12,"[1690, 1762, 874, 159, 1789, 86, 1720, 1769, 67, 1551, 1097, 637, 178]",1.9,1.017,1.574,3.954889578151302e-05,2.3422498051086437e-25,True
51,1,0,12,4,"[200, 474, 1528, 1022, 1696]",1.357,1.02,1.333,8.759032108757048e-05,7.926205130190942e-07,True
52,1,2,12,1,"[1520, 1155]",1.112,1.112,1.112,9.885155814818853e-07,1.6548318862780812e-06,True
53,1,0,12,3,"[729, 1478, 1360, 666]",1.265,1.128,1.216,1.9737176793067847e-05,7.048155645707786e-08,True
54,1,2,12,1,"[1404, 878]",1.284,1.284,1.284,1.0404328386135144e-06,1.8331047823838241e-06,True
55,1,2,12,57,"[583, 1662, 247, 79, 54, 870, 174, 416, 366, 1375, 920, 608, 1423, 1686, 1255, 1230, 799, 777, 342, 1759, 1087, 944, 727, 104, 703, 487, 751, 630, 222, 198, 1712, 272, 30, 1806, 1018, 558, 1784, 1327, 894, 1736, 318, 127, 510, 1159, 536, 1470, 390, 1302, 847, 1351, 6, 462, 1112, 150, 823, 1831, 1495, 1135]",2.491,1.293,1.961,0.0003233928986258973,8.7058336413736e-93,True
56,1,0,12,2,"[204, 591, 418]",1.481,1.32,1.4,0.00022723081239934553,0.008948357212923324,True
57,1,0,12,15,"[564, 282, 705, 251, 1473, 1001, 1712, 1554, 1336, 1697, 587, 1482, 306, 522, 689, 1194]",1.965,1.358,1.833,5.4500405812466574e-05,4.3387601120133494e-30,True
58,1,1,12,38,"[1210, 696, 480, 192, 1488, 408, 241, 767, 1104, 1464, 97, 1081, 384, 888, 647, 346, 1450, 145, 1441, 503, 73, 552, 120, 1274, 1150, 745, 24, 168, 624, 960, 288, 1559, 312, 217, 1249, 1368, 1512, 1128, 1583]",1.877,1.375,1.753,0.0006472056623972665,9.938745198388782e-45,True
59,1,1,12,22,"[1260, 1595, 1172, 856, 352, 1643, 1456, 1216, 1814, 134, 559, 616, 1191, 783, 664, 1142, 446, 728, 1018, 1523, 1290, 518, 1571]",2.229,1.398,2.007,0.0012863932042226295,1.4872926955590835e-15,True
